project_name,scene_number,scene_setting,clip_number,duration_seconds,action_class,shot_scale_hint,camera_movement,dialogue_text,dialogue_word_count,speaker,delivery,acting_intensity,micro_expression,focal_plane,rack_focus,veo_continuation_source
TellTaleHeartV7,7,INT. BARE ROOM - NIGHT,1,8,dialogue,medium,"35mm prime lens, slow subtle dolly push-in",Upon the eighth night I was more than usually cautious in opening the door.,14,Character_The_Narrator,spoken_on_camera,6,"narrowed calculating eyes, slight proud lift of chin, controlled slow blink",Foreground: Narrator's gesturing hands,Rack focus from Narrator's hands sketching motion at t=0s to Narrator's eyes at t=1.5s,none
TellTaleHeartV7,7,INT. BARE ROOM - NIGHT,2,5,dialogue,medium,"50mm prime lens, locked tripod hold with slight drift",A watch's minute hand moves more quickly than did mine.,10,Character_The_Narrator,spoken_on_camera,7,"intense focused stare, tightened lips, subtle nostril flare of concentration",Midground: Narrator's eyes,Static focus on Narrator's eyes,extend_previous
TellTaleHeartV7,7,INT. BARE ROOM - NIGHT,3,6,dialogue,close_up,"85mm f/1.4 portrait lens, slow 10% dolly push-in",Never before that night had I felt the extent of my own powers - of,15,Character_The_Narrator,spoken_on_camera,8,"widening eyes of self-awe, rising brows, faint triumphant smirk forming",Midground: Narrator's eyes,Static focus on Narrator's eyes,extend_previous
TellTaleHeartV7,7,INT. BARE ROOM - NIGHT,4,3,dialogue,close_up,"85mm f/1.4 portrait lens, locked tripod hold",my sagacity.,2,Character_The_Narrator,spoken_on_camera,8,"sharp proud squint, one-sided knowing smile, jaw set in superiority",Midground: Narrator's eyes,Static focus on Narrator's eyes,extend_previous
TellTaleHeartV7,8,INT. HALL OUTSIDE BEDCHAMBER - NIGHT,1,7,hold,medium,"35mm prime lens, slow 5% dolly push-in",I fairly chuckled at the idea; and perhaps he heard me;,11,Character_The_Narrator,voiceover_internal,5,"suppressed sly half-smile, crinkled amused eyes, slight nostril flare of private glee",Midground: Narrator's sly eyes and mouth as he chuckles,Static focus on narrator's face,none
TellTaleHeartV7,8,INT. HALL OUTSIDE BEDCHAMBER - NIGHT,2,6,hold,close_up,"85mm f/1.4 portrait lens, locked tripod hold","for he moved on the bed suddenly, as if startled.",10,Character_The_Narrator,voiceover_internal,6,"sudden alert eye-widen, freeze of smile into thin line, tense jaw set listening",Midground: Narrator's alert eyes,Rack focus from narrator's eyes at t=0s to the dark door crack (source of bedclothes shift) at t=1.5s,extend_previous
TellTaleHeartV7,8,INT. HALL OUTSIDE BEDCHAMBER - NIGHT,3,7,hold,medium,"50mm prime lens, slow lateral creep tracking",Now you may think that I drew back — but no.,11,Character_The_Narrator,voiceover_internal,6,"defiant raised brows, tight knowing smirk, steady unblinking gaze of resolve",Midground: Narrator's determined eyes,Static focus on narrator's eyes,extend_previous
TellTaleHeartV7,8,INT. HALL OUTSIDE BEDCHAMBER - NIGHT,4,8,hold,close_up,"100mm macro lens, locked tripod hold","His room was as black as pitch with the thick darkness, for the shutters were",15,Character_The_Narrator,voiceover_internal,5,"narrowed calculating eyes, parted lips of quiet satisfaction, subtle cheek twitch",Foreground: Narrator's hand steadily pushing the door,Static focus on hand and door edge,extend_previous
TellTaleHeartV7,8,INT. HALL OUTSIDE BEDCHAMBER - NIGHT,5,8,hold,medium,"35mm prime lens, slow 8% dolly push-in","close fastened, through fear of robbers, and so I knew that he could not see",15,Character_The_Narrator,voiceover_internal,6,"gleaming confidant eyes, slow predatory smile forming, controlled breath through nose",Midground: Narrator's knowing eyes,Subtle rack from door gap darkness back to narrator's eyes,extend_previous
TellTaleHeartV7,8,INT. HALL OUTSIDE BEDCHAMBER - NIGHT,6,9,hold,close_up,"85mm f/1.4 portrait lens, extremely slow steady push-in","the opening of the door, and I kept pushing it on steadily, steadily.",13,Character_The_Narrator,voiceover_internal,7,"feverish intense wide-eyed focus, tight unnatural smile, jaw muscle twitch of restraint",Foreground: door edge and narrator's fingers pushing steadily,Static focus on the slowly widening door gap,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,1,5,dialogue,medium,"35mm prime lens, sudden locked tripod snap to subject",Who's there?,2,Character_The_Old_Man,spoken_on_camera,8,"sudden wide terrified eyes, brows shot high, mouth agape mid-gasp, neck tendons tight",Foreground: lantern tin fastening under Narrator's thumb,Rack focus from foreground lantern latch at t=0s to Old Man's eyes springing up in midground at t=1.5s,none
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,2,10,hold,wide,"24mm wide anamorphic lens, locked tripod hold",,0,,none,7,"frozen wide unblinking stare, nostrils flared holding breath, jaw clenched rigid",Midground: Narrator's frozen silhouette in door-gap,Static focus on Narrator's still form,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,3,6,hold,wide,"24mm wide anamorphic lens, locked tripod hold",I kept quite still and said nothing.,7,Character_The_Narrator,voiceover_internal,7,"absolute facial stillness, eyes locked open in dark, lips pressed bloodless thin","Midground: Old Man upright in bed, listening",Static focus on Old Man's rigid posture,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,4,7,hold,medium,"50mm prime lens, imperceptibly slow 5% dolly push-in","For a whole hour I did not move a muscle, and in the meantime I",15,Character_The_Narrator,voiceover_internal,6,"hyper-controlled blank mask, subtle eyelid tremor suppressed, breath held tight",Midground: Old Man's eyes staring into black,Static focus on Old Man's eyes,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,5,5,hold,medium,"50mm prime lens, locked tripod hold after push",did not hear him lie down.,6,Character_The_Narrator,voiceover_internal,6,"statue-still face, dilated pupils fixed, faint sweat sheen on brow, no blink",Midground: Old Man still sitting up in bed,Static focus on Old Man's silhouette,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,6,7,hold,close_up,"85mm f/1.4 portrait lens, locked tripod hold","He was still sitting up in the bed listening ;- just as I have done, night",16,Character_The_Narrator,voiceover_internal,7,"tense listening squint in dark, brows knit tight, mouth a hard sealed line",Midground: Old Man's listening face,Static focus on Old Man's face,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,7,6,hold,close_up,"85mm f/1.4 portrait lens, slow subtle tilt down to wall","after night, hearkening to the death watches in the wall.",10,Character_The_Narrator,voiceover_internal,7,"haunted wide-eyed vigilance, slight nostril flare, jaw muscle feathering twitch",Background: wall where deathwatch beetle ticks (implied),Subtle rack from Old Man's face to dark wall texture at t=1s,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,8,12,hold,wide,"24mm wide anamorphic lens, locked tripod long hold",,0,,none,8,"silhouetted rigid terror, mouth cracked for stifled groan, eyes huge unblinking",Dual plane: Narrator door-gap silhouette and Old Man bed silhouette,Static deep focus holding both silhouettes in the dark,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,9,7,hold,wide,"24mm wide anamorphic lens, locked tripod hold","Presently I heard a slight groan, and I knew it was the groan of mortal",15,Character_The_Narrator,voiceover_internal,8,"face contorted in low mortal dread, brows wrenched up, lips trembling open",Midground: Old Man's mouth and throat as groan escapes,Static focus on Old Man's stifled groan,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,10,4,hold,close_up,"85mm f/1.4 portrait lens, slow 8% dolly push-in",terror.,1,Character_The_Narrator,voiceover_internal,9,"pure terror rictus, eyes bulging white-rimmed, cheeks hollowed, breath hitching",Midground: Old Man's eyes wide with mortal terror,Static focus on Old Man's terrified eyes,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,11,6,hold,close_up,"85mm f/1.4 portrait lens, locked tripod hold","It was not a groan of pain or of grief - oh, no !- it was the",17,Character_The_Narrator,voiceover_internal,8,"awe-struck horror slack jaw, forehead deeply creased, pupils pin-sharp with fear","Midground: Old Man's face in profile, listening",Static focus on Old Man's face,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,12,8,hold,extreme_close_up,"100mm macro lens, locked tripod hold",low stifled sound that arises from the bottom of the soul when overcharged with awe.,15,Character_The_Narrator,voiceover_internal,9,"soul-deep stifled anguish, lower lids trembling, mouth a tight downward grimace",Midground: Old Man's chest and throat (source of stifled sound),Static focus on the origin of the awe-charged groan,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,13,4,hold,medium,"50mm prime lens, slow lateral drift toward narrator",I knew the sound well.,5,Character_The_Narrator,voiceover_internal,7,"knowing predatory stillness, faint cold half-smile flickering, eyes glittering calm","Midground: Old Man's knowing, fearful expression",Static focus on Old Man's face,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,14,7,hold,close_up,"85mm f/1.4 portrait lens, locked tripod hold","I knew what the old man felt, and pitied him, although I chuckled at heart.",15,Character_The_Narrator,voiceover_internal,8,"pitying yet cruel inner chuckle, lips twitching upward, eyes narrowed in dark glee",Foreground/Midground split: Narrator's door-gap eye glint vs Old Man,Slow rack from Old Man's pitied face to Narrator's chuckling eye at t=2s,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,15,9,hold,extreme_close_up,"100mm macro lens, locked tripod hold",,0,,none,7,"thin shallow terrified breathing, lips parted dry, eyes darting unseen in dark",Midground: Old Man's thin breathing mouth and nostrils,Static focus on Old Man's breathing,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,16,7,hold,close_up,"85mm f/1.4 portrait lens, slow 5% dolly push-in",He had been saying to himself - It is nothing but the wind in the chimney -,17,Character_The_Narrator,voiceover_internal,6,"self-soothing furrowed brow, uncertain eye-widen, mouth working silent rationalizations","Midground: Old Man's eyes darting, self-comforting",Static focus on Old Man's eyes,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,17,7,hold,close_up,"85mm f/1.4 portrait lens, locked tripod hold",it is only a mouse crossing the floor - or It is merely a cricket which,16,Character_The_Narrator,voiceover_internal,6,"desperate hopeful micro-nod, brows lifted pleading, lips quivering false comfort",Midground: Old Man's listening face and tense shoulders,Static focus on Old Man,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,18,4,hold,medium,"50mm prime lens, locked tripod hold",has made a single chirp.,5,Character_The_Narrator,voiceover_internal,5,"fleeting relief attempt, soft eye-crinkle failing, mouth twitching into weak smile",Midground: Old Man's ear and temple (straining to hear),Static focus on Old Man's ear,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,19,7,hold,medium,"35mm prime lens, slow descending crane tilt","Yes, he had been trying to comfort himself with these suppositions: but he had found",15,Character_The_Narrator,voiceover_internal,7,"hope collapsing inward, brows crushing down, eyes widening back to dread",Midground: Old Man's increasingly desperate eyes,Static focus on Old Man's eyes,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,20,4,hold,close_up,"85mm f/1.4 portrait lens, locked tripod hold",all in vain.,3,Character_The_Narrator,voiceover_internal,8,"vain despair sinking features, cheeks slack, mouth open in silent defeat",Midground: Old Man's face collapsing from failed comfort,Static focus on Old Man's expression of vain hope,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,21,8,hold,wide,"24mm wide anamorphic lens, slow creeping dolly toward bed","because Death, in approaching him had stalked with his black shadow before him, and enveloped",15,Character_The_Narrator,voiceover_internal,9,"death-shadow terror, face draining pale, eyes huge fixed on unseen doom",Background: black shadow enveloping toward Old Man,Slow rack from Old Man's face to the advancing black shadow at t=1.5s,extend_previous
TellTaleHeartV7,9,INT. OLD MAN'S BEDCHAMBER - NIGHT,22,4,hold,extreme_close_up,"100mm macro lens, locked tripod hold",the victim.,2,Character_The_Narrator,voiceover_internal,9,"enveloped victim paralysis, mouth frozen mid-breath, brows locked in awe-horror","Midground: Old Man fully enveloped, face in final terror",Static focus on Old Man as victim in the shadow,extend_previous
TellTaleHeartV7,10,INT. BARE ROOM - NIGHT,1,8,dialogue,close_up,"85mm f/1.4 portrait lens, slow 10% dolly push-in","When I had waited a long time, very patiently, without hearing him lie down,",14,Character_The_Narrator,spoken_on_camera,6,"gleaming wide eyes with dilated pupils, subtle predatory half-smile, faint cheek muscle tension",Midground: Narrator's eyes,"Static focus on Narrator's eyes, with slight pull to miming fingers at end of beat",none
TellTaleHeartV7,10,INT. BARE ROOM - NIGHT,2,7,dialogue,extreme_close_up,"100mm macro lens, locked tripod hold","I resolved to open a little - a very, very little crevice in the lantern.",15,Character_The_Narrator,spoken_on_camera,7,"intensely focused narrowed eyes, tight controlled lips, slight nostril flare and jaw set",Midground: Narrator's eyes and mouth,Static focus on Narrator,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,1,7,hold,extreme_close_up,"100mm macro lens, locked tripod hold with subtle focus breathe","It was open — wide, wide open — and I grew furious as I gazed upon it.",17,Character_The_Narrator,voiceover_internal,7,"widening furious eyes locked on target, nostrils flaring, upper lip curling in rage, jaw clenched tight",Midground: vulture eye (lit by lantern ray),Static focus on the open vulture eye,none
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,2,7,hold,extreme_close_up,"100mm macro lens, imperceptible 5% creep-in","I saw it with perfect distinctness - all a dull blue, with a hideous veil over",16,Character_The_Narrator,voiceover_internal,7,"unblinking hyper-focused stare, brows drawn sharp, subtle lip twitch of revulsion, pale tension around eyes","Midground: vulture eye (dull blue, veiled)",Static focus on the open vulture eye,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,3,5,hold,extreme_close_up,"100mm macro lens, locked tripod hold",it that chilled the very marrow in my bones;,9,Character_The_Narrator,voiceover_internal,8,"eyes narrowing with marrow-deep chill, facial muscles tightening, slight involuntary shiver in cheeks, mouth a hard line",Midground: vulture eye (hideous veil detail),Static focus on the open vulture eye,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,4,7,hold,extreme_close_up,"100mm macro lens, locked tripod hold",but I could see nothing else of the old man's face or person: for I,15,Character_The_Narrator,voiceover_internal,7,"obsessive tunnel-vision stare, forehead creased in concentration, lips pressed thin, barely breathing stillness",Midground: vulture eye only (face/person fall to black),Static focus on the damned spot of the eye,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,5,6,hold,extreme_close_up,"100mm macro lens, slow 8% dolly push-in","had directed the ray as if by instinct, precisely upon the damned spot.",13,Character_The_Narrator,voiceover_internal,8,"feverish triumphant glare, eyes gleaming with mad precision, tight predatory smile flickering, jaw muscle jumping",Midground: vulture eye (lantern ray precise),Static focus on the open vulture eye,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,6,8,action,close_up,"85mm f/1.4 portrait lens, slow lateral drift into spill light",,0,,none,8,"rapt furious face in lantern spill, eyes wide and burning, brows arched high, mouth slightly open in savage focus","Foreground/Midground: Narrator's eyes (rapt, furious)",Static focus on Narrator's face in lantern spill,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,7,7,hold,close_up,"85mm f/1.4 portrait lens, locked tripod hold",And have I not told you that what you mistake for madness is but over -,16,Character_The_Narrator,voiceover_internal,8,"intense defensive glare outward, eyes sharp with manic clarity, subtle sneer, facial muscles rigid with conviction",Midground: Narrator's eyes,Static focus on Narrator's rapt face,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,8,7,hold,close_up,"85mm f/1.4 portrait lens, slow 5% push-in","acuteness of the sense ?- now, I say, there came to my ears a low, dull,",16,Character_The_Narrator,voiceover_internal,8,"head tilting slightly as if listening, eyes widening further, brows lifted in acute sensory overload, lips parting",Midground: Narrator's eyes,Static focus on Narrator's face,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,9,5,hold,close_up,"85mm f/1.4 portrait lens, locked tripod hold","quick sound, such as a watch makes when enveloped in cotton.",11,Character_The_Narrator,voiceover_internal,8,"recognition dawning in dilated pupils, facial stillness broken by micro-twitch at mouth corner, tense jaw",Midground: Narrator's eyes,Static focus on Narrator's face,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,10,6,hold,close_up,"85mm f/1.4 portrait lens, subtle handheld tremor","I knew that sound well, too. It was the beating of the old man's heart.",15,Character_The_Narrator,voiceover_internal,9,"eyes flaring with dark knowledge, face contorting in rising fury, nostrils wide, teeth faintly bared",Midground: Narrator's eyes (realization),Static focus on Narrator's face,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,11,7,hold,close_up,"85mm f/1.4 portrait lens, slow 10% dolly push-in","It increased my fury, as the beating of a drum stimulates the soldier into courage.",15,Character_The_Narrator,voiceover_internal,9,"soldier-like fierce resolve flooding features, eyes blazing, jaw set hard, veins subtle at temple",Midground: Narrator's eyes,Static focus on Narrator's face,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,12,10,hold,medium,"35mm prime lens, locked tripod hold",,0,,none,9,"deathly still face, eyes pinned unblinking on the ray, lips compressed white, barely perceptible tremor in eyelids",Midground: vulture eye (steady lantern ray),Subtle rack from Narrator's still hand to the eye at ray steady,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,13,5,hold,medium,"35mm prime lens, locked tripod hold",But even yet I refrained and kept still.,8,Character_The_Narrator,voiceover_internal,8,"forced iron control over features, eyes smoldering restrained fury, jaw muscles flexing to stay silent",Midground: vulture eye,Static focus on the eye under steady ray,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,14,5,hold,close_up,"85mm f/1.4 portrait lens, slow push-in",Meantime the hellish tattoo of the heart increased.,8,Character_The_Narrator,voiceover_internal,9,"face tightening with each imagined beat, eyes widening incrementally, sweat-glistened brow, grimace of strain",Midground: vulture eye,Static focus on the eye,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,15,6,hold,extreme_close_up,"100mm macro lens, locked tripod hold","It grew quicker and quicker, and louder and louder every instant.",11,Character_The_Narrator,voiceover_internal,9,"escalating panic-fury hybrid, pupils huge, facial muscles quivering, mouth opening in silent gasp",Midground: vulture eye,Static focus on the eye as ray holds,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,16,4,hold,close_up,"85mm f/1.4 portrait lens, subtle slow tilt up",The old man's terror must have been extreme!,8,Character_The_Narrator,voiceover_internal,9,"cruel delighted insight flashing across face, eyes bright with sadistic certainty, tight unnatural smile",Midground: vulture eye,Static focus on the eye,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,17,6,hold,close_up,"85mm f/1.4 portrait lens, slow 12% dolly push-in","It grew louder, I say, louder every moment! Do you mark me well?",13,Character_The_Narrator,voiceover_internal,9,"leaning into camera intensity, eyes wild and demanding, forehead deeply furrowed, lips snarling the words",Midground: vulture eye,Static focus on the eye,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,18,5,action,close_up,"50mm prime lens, handheld micro-shake then settle",,0,,none,9,"face locked in extreme tension, free-hand tremor reflected in cheek tic, then sudden steely stillness in eyes",Foreground: Narrator's free hand (tremble then still),Rack focus from trembling hand to Narrator's eyes as it stills,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,19,7,hold,medium,"35mm prime lens, locked tripod hold","And now at the dead hour of the night, amid the dreadful silence of that",15,Character_The_Narrator,voiceover_internal,9,"eyes darting with night-terror awareness, face pale and drawn, mouth tight against rising hysteria",Midground: Narrator's eyes,Static focus on Narrator's face,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,20,6,hold,close_up,"85mm f/1.4 portrait lens, slow push-in","old house, so strange a noise as this excited me to uncontrollable terror.",13,Character_The_Narrator,voiceover_internal,10,"uncontrollable terror breaking through, eyes huge and bloodshot, facial muscles in open panic spasm, breath hitching",Midground: Narrator's eyes (uncontrollable terror),Static focus on Narrator's face,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,21,6,hold,medium,"35mm prime lens, locked tripod hold","Yet, for some minutes longer I refrained and stood still.",10,Character_The_Narrator,voiceover_internal,9,"heroic restraint clamping down, eyes squeezed briefly then open in forced calm, jaw trembling with effort",Midground: Narrator's eyes,Static focus on Narrator's restrained face,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,22,6,hold,close_up,"85mm f/1.4 portrait lens, accelerating 15% push-in","But the beating grew louder, louder! I thought the heart must burst.",12,Character_The_Narrator,voiceover_internal,10,"face cracking under volume of beats, eyes bulging, mouth agape in horror-fury, every muscle rigid",Midground: Narrator's eyes,Static focus on Narrator's face,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,23,6,hold,close_up,"85mm f/1.4 portrait lens, subtle handheld anxiety shake",And now a new anxiety seized me-the sound would be heard by a neighbour!,14,Character_The_Narrator,voiceover_internal,10,"new anxiety spiking features, eyes flicking toward walls, brows high in dread, lips peeled back in fear",Midground: Narrator's eyes (new anxiety),Static focus on Narrator's face,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,24,4,hold,close_up,"85mm f/1.4 portrait lens, hard locked hold",The old man's hour had come!,6,Character_The_Narrator,voiceover_internal,10,"decisive lethal calm flooding face, eyes going cold and final, mouth set in grim executioner's line",Midground: Narrator's eyes,Static focus on Narrator's face,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,25,6,big_action,wide,"24mm wide anamorphic lens, explosive handheld rush and whip-pan",,0,,none,10,"explosive rage-yell contorting face, eyes insane wide, then post-struggle manic gay smile, cheeks lifted high",Midground: Narrator leaping / Old Man on floor / bed pull,"Rack focus from thrown lantern arc to Old Man shriek, then to bed weight struggle, landing on Narrator's smiling face",none
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,26,5,hold,medium,"35mm prime lens, slow settle to locked hold","I then smiled gaily, to find the deed so far done.",11,Character_The_Narrator,voiceover_internal,7,"gaily triumphant smile stretching wide, eyes glittering with relief and pride, relaxed brows, flushed cheeks",Midground: Narrator's smiling face (gaily),Static focus on Narrator's smile after deed,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,27,6,hold,close_up,"50mm prime lens, low-angle slow drift toward bed","But, for many minutes, the heart beat on with a muffled sound.",12,Character_The_Narrator,voiceover_internal,6,"patient listening expression, head slightly cocked, mild curiosity in eyes, soft residual smile lingering",Background: under-bed (muffled heart source) with Narrator soft,Rack focus from Narrator's face down to the bed underside where heart still beats,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,28,6,hold,medium,"35mm prime lens, locked tripod hold","This, however, did not vex me; it would not be heard through the wall.",14,Character_The_Narrator,voiceover_internal,5,"unvexed calm confidence, eyes half-lidded in satisfaction, subtle smug upturn of mouth corners",Midground: Narrator's calm face,Static focus on Narrator (unvexed),extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,29,11,action,medium,"35mm prime lens, slow tracking arc then static",,0,,none,6,"tilted-head intense listening, eyes narrowing then widening at silence, focused solemnity settling over features","Midground: Narrator's tilted head listening, then hand on heart","Slow rack from Narrator's listening face to the bed heave, then to his hand placed on the old man's heart",extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,30,5,hold,close_up,"85mm f/1.4 portrait lens, locked tripod hold",At length it ceased. The old man was dead.,9,Character_The_Narrator,voiceover_internal,5,"quiet finality in eyes, facial muscles releasing tension, soft exhale parting lips, peaceful confirmation",Foreground: Narrator's hand upon the heart,Static focus on hand over heart as beat ceases,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,31,6,hold,medium,"35mm prime lens, slow downward tilt to corpse","I removed the bed and examined the corpse. Yes, he was stone, stone dead.",14,Character_The_Narrator,voiceover_internal,5,"clinical examining gaze, brows slightly raised in verification, neutral mouth, cold satisfaction in eyes",Midground: corpse (stone dead) after bed removed,Rack focus from pulled-aside bed to the corpse face/torso,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,32,6,hold,close_up,"50mm prime lens, locked tripod hold",I placed my hand upon the heart and held it there many minutes.,13,Character_The_Narrator,voiceover_internal,4,"concentrated stillness while hand on heart, eyes lowered in focus, serene empty expression, no tremor",Foreground: Narrator's hand held on the heart,"Static focus on hand upon heart (many minutes, no pulsation)",extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,33,7,hold,close_up,"85mm f/1.4 portrait lens, slow 8% push-in",There was no pulsation. He was stone dead. His eye would trouble me no more.,15,Character_The_Narrator,voiceover_internal,4,"deep relief softening entire face, eyes closing briefly in peace, gentle true smile, all tension gone",Midground: old man's dead face / filmed eye,Subtle rack from hand on heart up to the eye that will trouble him no more,extend_previous
TellTaleHeartV7,11,INT. OLD MAN'S BEDCHAMBER - NIGHT,34,8,hold,extreme_close_up,"100mm macro lens, locked tripod hold",,0,,none,3,"tender almost gentle closing gesture reflected in soft eyes, calm neutral mouth, quiet finality in brow",Foreground: two fingers closing the filmed eye,Static focus on fingers drawing the eyelid shut,extend_previous
TellTaleHeartV7,12,INT. BARE ROOM - NIGHT,1,6,dialogue,medium,"35mm prime lens, slow 8% dolly push-in","If still you think me mad, you will think so no longer when I",14,Character_The_Narrator,spoken_on_camera,5,"raised brows, open reasonable palms-up gesture mirrored in face, tight-cornered almost-cheerful smile, faint eye-corner tension",Midground: Narrator's eyes and spreading hands,Static focus on Narrator's face and hands,none
TellTaleHeartV7,12,INT. BARE ROOM - NIGHT,2,5,dialogue,close_up,"85mm f/1.4 portrait lens, locked tripod hold with subtle focus pull",describe the wise precautions I took for the concealment of the body.,12,Character_The_Narrator,spoken_on_camera,6,"proud narrowed eyes, self-satisfied lip curl, subtle nostril flare, jaw set with barely contained glee",Midground: Narrator's eyes,Static focus on Narrator's eyes,extend_previous
TellTaleHeartV7,12,INT. BARE ROOM - NIGHT,3,5,dialogue,close_up,"50mm prime lens, low-angle slow creeping push-in","The night waned, and I worked hastily, but in silence.",10,Character_The_Narrator,spoken_on_camera,7,"intensely focused stare, compressed lips, quick micro-blinks, temple vein hint, controlled but hurried facial tightness",Midground: Narrator's eyes,Static focus on Narrator's eyes,extend_previous
TellTaleHeartV7,13,INT. OLD MAN'S BEDCHAMBER - NIGHT,1,8,hold,medium,"35mm prime lens, slow 5% dolly push-in from locked start",First of all I dismembered the corpse.,7,Character_The_Narrator,voiceover_internal,4,"cold narrowed eyes, faint satisfied smirk, steady unblinking focus",Foreground: Narrator's hands beginning dismemberment,Static focus on narrator's hands and blade work,none
TellTaleHeartV7,13,INT. OLD MAN'S BEDCHAMBER - NIGHT,2,7,hold,close_up,"50mm prime lens, locked tripod hold with subtle focus pull",I dismembered him.,3,Character_The_Narrator,voiceover_internal,5,"precise downward gaze, tight-lipped concentration, subtle jaw clench",Midground: severed head and limbs being separated,Subtle rack from hands to the detached head at t=1s,extend_previous
